authorId,author,fullName,firstName,middleName,lastName,doi
2117232175,Alavi A,Amir Alavi,Amir,,Alavi,doi:10.1038/s41591-021-01593-2
6822459,Albayay J,J Albayay,J,,Albayay,doi:10.1093/chemse/bjad020
1380191263,Albuquerque GE,Gabriela E Albuquerque,Gabriela,E,Albuquerque,doi:10.1016/j.cell.2021.05.002
50528781,Alexiev A,A Alexiev,A,,Alexiev,doi:10.1016/j.cell.2021.05.002
2106104671,Ali K,Kalyn Ali,Kalyn,,Ali,doi:10.1016/j.cell.2021.05.002
1411768880,Alicea J,Josue Alicea,Josue,,Alicea,doi:10.1016/j.cell.2021.05.002
2302572,Allen GI,Genevera I Allen,Genevera,I,Allen,doi:10.1016/j.jbi.2021.103818
5938660,Almendares O,O Almendares,O,,Almendares,doi:10.1038/s41586-023-05949-1
144857207,Alonso A,A Alonso,A,,Alonso,doi:10.1186/s13059-021-02529-2
144857207,Alonso A,A Alonso,A,,Alonso,doi:10.1038/s41587-021-01049-5
2189327434,Alsuliman B,Bader Alsuliman,Bader,,Alsuliman,doi:10.1101/2023.07.12.23292570
2189327434,Alsuliman B,Bader Alsuliman,Bader,,Alsuliman,doi:10.1016/j.scitotenv.2023.164289
1399698289,Alvarado-Arnez LE,L E Alvarado-Arnez,L,E,Alvarado-Arnez,doi:10.1016/j.cell.2021.05.002
2106105429,Aly S,Sarh Aly,Sarh,,Aly,doi:10.1016/j.cell.2021.05.002
3977144,Alzyoud RM,Raed M Alzyoud,Raed,M,Alzyoud,doi:10.1007/s00246-022-02844-w
2106105629,Amachee J,Jennifer Amachee,Jennifer,,Amachee,doi:10.1016/j.cell.2021.05.002
47624373,Amer L,Lubna Amer,Lubna,,Amer,doi:10.1021/acsnano.3c04259
47624373,Amer L,Lubna Amer,Lubna,,Amer,doi:10.1021/acsami.3c09627
2165625916,Amirali A,A Amirali,A,,Amirali,doi:10.1016/j.scitotenv.2023.165459
2165625916,Amirali A,A Amirali,A,,Amirali,doi:10.1016/j.scitotenv.2023.161423
2165625916,Amirali A,A Amirali,A,,Amirali,doi:10.1021/acsestwater.2c00045
2165625916,Amirali A,A Amirali,A,,Amirali,doi:10.1021/acsestwater.2c00047
2165625916,Amirali A,A Amirali,A,,Amirali,doi:10.1016/j.scitotenv.2023.164289
2058249183,Amorim MG,Maria G Amorim,Maria,G,Amorim,doi:10.1016/j.cell.2021.05.002
2106105092,Ampadu M,Majelia Ampadu,Majelia,,Ampadu,doi:10.1016/j.cell.2021.05.002
2113869974,Amran MA,M A Amran,M,A,Amran,doi:10.1016/j.cell.2021.05.002
2106105490,An N,Nala An,Nala,,An,doi:10.1016/j.cell.2021.05.002
143606158,An S,S An,S,,An,doi:10.1161/HYPERTENSIONAHA.120.16690
1682742,Anderson E,E Anderson,E,,Anderson,doi:10.1016/j.xcrm.2023.101034
50601357,Anderson EM,E M Anderson,E,M,Anderson,doi:10.1093/jpids/piaa161
50601357,Anderson EM,E M Anderson,E,M,Anderson,doi:10.1126/sciimmunol.abf7570
34731121,Anderson MS,Mark S Anderson,Mark,S,Anderson,doi:10.1101/2022.03.23.485509
4975993,Anderson MS,Marsha S Anderson,Marsha,S,Anderson,doi:10.1016/S2589-7500(22)00149-2
3324133,Andino R,R Andino,R,,Andino,doi:10.1093/infdis/jiac384
2030968570,Andrea KP,Kurt P Andrea,Kurt,P,Andrea,doi:10.1093/jpids/piaa161
2106105188,Andrew W,W Andrew,W,,Andrew,doi:10.1016/j.cell.2021.05.002
2024400643,Andrews T,T Andrews,T,,Andrews,doi:10.1093/infdis/jiab411
2024400643,Andrews T,T Andrews,T,,Andrews,doi:10.1016/j.ebiom.2023.104731
2106106355,Andrianjakarivony H,H Andrianjakarivony,H,,Andrianjakarivony,doi:10.1016/j.cell.2021.05.002
3231106,Ang J,J Ang,J,,Ang,doi:10.1016/S2589-7500(22)00149-2
2106105052,Angelov M,M Angelov,M,,Angelov,doi:10.1016/j.cell.2021.05.002
2058134158,Anglin K,K Anglin,K,,Anglin,doi:10.1093/infdis/jiac384
2494848,Angulo S,S Angulo,S,,Angulo,doi:10.1172/JCI147076
14523232,Annavajhala M,M Annavajhala,M,,Annavajhala,doi:10.1038/s41586-021-03908-2
14523232,Annavajhala M,M Annavajhala,M,,Annavajhala,doi:10.1128/jcm.00600-22
14523232,Annavajhala M,M Annavajhala,M,,Annavajhala,doi:10.1101/2021.02.23.21252259
2056302588,Ansari S,S Ansari,S,,Ansari,doi:10.1001/jamanetworkopen.2023.0982
46260289,Ansusinha E,E Ansusinha,E,,Ansusinha,doi:10.1097/INF.0000000000003388
46260289,Ansusinha E,E Ansusinha,E,,Ansusinha,doi:10.1016/S2589-7500(22)00149-2
52148676,Antelo V,Verónica Antelo,Verónica,,Antelo,doi:10.1016/j.cell.2021.05.002
40316980,Apostolidis SA,Sokratis A Apostolidis,Sokratis,A,Apostolidis,doi:10.1126/sciimmunol.abf7570
3588736,Aquino C,Catharine Aquino,Catharine,,Aquino,doi:10.1016/j.cell.2021.05.002
2166506991,Arab Y,Yousra Arab,Yousra,,Arab,doi:10.1007/s00246-022-02844-w
2060775490,Aranguren Á,Álvaro Aranguren,Álvaro,,Aranguren,doi:10.1016/j.cell.2021.05.002
144398962,Araujo LF,L F Araujo,L,F,Araujo,doi:10.1016/j.cell.2021.05.002
87776814,Arenas S,S Arenas,S,,Arenas,doi:10.1016/j.scitotenv.2023.165459
123344592,Arevalo CP,C P Arevalo,C,P,Arevalo,doi:10.1126/sciimmunol.abf7570
123344592,Arevalo CP,C P Arevalo,C,P,Arevalo,doi:10.1093/jpids/piaa161
2106107807,Arevalo HFV,Hitler Francois Vasquez Arevalo,Hitler,FrancoisVasquez,Arevalo,doi:10.1016/j.cell.2021.05.002
145855214,Arevalo J,Jenny Arevalo,Jenny,,Arevalo,doi:10.1016/j.cell.2021.05.002
2218124739,Arlen RA,Robert A Arlen,Robert,A,Arlen,doi:10.1371/journal.pone.0285726
39295811,Armstrong AJS,Abigail J S Armstrong,Abigail,JS,Armstrong,doi:10.1016/j.ebiom.2023.104731
3774117,Arnan C,Carme Arnan,Carme,,Arnan,doi:10.1016/j.cell.2021.05.002
6830037,Arnez LE,L E Arnez,L,E,Arnez,doi:10.1016/j.cell.2021.05.002
47310381,Aronoff R,R Aronoff,R,,Aronoff,doi:10.7171/jbt.21-3203-017
2106105042,Arredondo F,Fernanda Arredondo,Fernanda,,Arredondo,doi:10.1016/j.cell.2021.05.002
40256189,Arredondo J,J Arredondo,J,,Arredondo,doi:10.1088/1752-7163/ac3f24
12156220,Arthur M,M Arthur,M,,Arthur,doi:10.1016/j.cell.2021.05.002
49036948,Asenjo F,Freddy Asenjo,Freddy,,Asenjo,doi:10.1016/j.cell.2021.05.002
13999060,Ashouri N,N Ashouri,N,,Ashouri,doi:10.1016/S2589-7500(22)00149-2
2112233528,Aung T,T Aung,T,,Aung,doi:10.1016/j.cell.2021.05.002
24310580,Austin A,A Austin,A,,Austin,doi:10.1017/S1047951121003024
1406576458,Austin-Page L,Lukas Austin-Page,Lukas,,Austin-Page,doi:10.1016/S2589-7500(22)00149-2
1406576458,Austin-Page L,Lukas Austin-Page,Lukas,,Austin-Page,doi:10.1038/s41467-022-30357-w
46800261,Auvinet J,J Auvinet,J,,Auvinet,doi:10.1016/j.cell.2021.05.002
5760912,Aventín N,Núria Aventín,Núria,,Aventín,doi:10.1016/j.cell.2021.05.002
3792157,Axelsson T,T Axelsson,T,,Axelsson,doi:10.1186/s13059-021-02529-2
2969387,Ayaz S,Sadaf Ayaz,Sadaf,,Ayaz,doi:10.1016/j.cell.2021.05.002
2091451197,Ayyala R,Ram Ayyala,Ram,,Ayyala,doi:10.1038/s41592-022-01444-z
6796917,Babady N,N Babady,N,,Babady,doi:10.1128/jcm.00600-22
2120206445,Babler K,K Babler,K,,Babler,doi:10.1016/j.scitotenv.2023.165459
2120206445,Babler K,K Babler,K,,Babler,doi:10.1101/2023.07.12.23292570
2120206445,Babler K,K Babler,K,,Babler,doi:10.1016/j.scitotenv.2023.164289
2120206445,Babler K,K Babler,K,,Babler,doi:10.1021/acsestwater.2c00047
2120206445,Babler K,K Babler,K,,Babler,doi:10.1016/j.scitotenv.2021.149177
2120206445,Babler K,K Babler,K,,Babler,doi:10.7171/jbt.21-3203-019
2120206445,Babler K,K Babler,K,,Babler,doi:10.1016/j.scitotenv.2023.161423
2120206445,Babler K,K Babler,K,,Babler,doi:10.1016/j.scitotenv.2022.159188
2120206445,Babler K,K Babler,K,,Babler,doi:10.1021/acsestwater.2c00045
2271359966,Babler T,T Babler,T,,Babler,doi:10.1101/2022.03.14.22272314
2051244851,Baburyan S,Silva Baburyan,Silva,,Baburyan,doi:10.1016/j.cell.2021.05.002
2076466217,Bacon A,A Bacon,A,,Bacon,doi:10.1016/j.bios.2023.115197
2209097421,Bacon A,Amanda Bacon,Amanda,,Bacon,doi:10.3390/bios13020298
2185583240,Bagchi D,Debneel Bagchi,Debneel,,Bagchi,doi:10.3390/genes13101914
23475545,Bahar B,B Bahar,B,,Bahar,doi:10.1016/j.xcrm.2023.101034
2332985,Bahmani A,Amir Bahmani,Amir,,Bahmani,doi:10.1038/s41591-021-01593-2
2332985,Bahmani A,Amir Bahmani,Amir,,Bahmani,doi:10.1101/2021.06.13.21258795
2069434436,Bailey MA,Michael A Bailey,Michael,A,Bailey,doi:10.1038/s41467-021-21361-7
6876742,Bainto E,E Bainto,E,,Bainto,doi:10.1016/S2589-7500(22)00149-2
20880904,Baker JM,J M Baker,J,M,Baker,doi:10.1038/s41586-023-05949-1
2106106140,Bakere A,Abd-Manaaf Bakere,Abd-Manaaf,,Bakere,doi:10.1016/j.cell.2021.05.002
151070389,Bakhl K,Katrina Bakhl,Katrina,,Bakhl,doi:10.1016/j.cell.2021.05.002
1390011059,Balachandran N,Neha Balachandran,Neha,,Balachandran,doi:10.1038/s41586-023-05949-1
10257467,Balamuth F,F Balamuth,F,,Balamuth,doi:10.1038/s41467-021-27544-6
10257467,Balamuth F,F Balamuth,F,,Balamuth,doi:10.1101/2021.04.13.21255439
144862219,Baldwin D,D Baldwin,D,,Baldwin,doi:10.1038/s41587-021-01049-5
36534491,Banerjee A,A Banerjee,A,,Banerjee,doi:10.1161/JAHA.121.021428
5367474,Baraban J,J Baraban,J,,Baraban,doi:10.1161/JAHA.122.028421
5367474,Baraban J,J Baraban,J,,Baraban,doi:10.1161/HYPERTENSIONAHA.120.16690
5367474,Baraban J,J Baraban,J,,Baraban,doi:10.3389/fphys.2021.747789
4081971,Barrett ES,Emily S Barrett,Emily,S,Barrett,doi:10.1093/infdis/jiab411
4081971,Barrett ES,Emily S Barrett,Emily,S,Barrett,doi:10.1016/j.ebiom.2023.104731
4081971,Barrett ES,Emily S Barrett,Emily,S,Barrett,doi:10.1016/j.jim.2021.113165
92822732,Barrios K,K Barrios,K,,Barrios,doi:10.1021/acsami.3c09627
31885593,Barron K,K Barron,K,,Barron,doi:10.3389/fimmu.2022.841126
2053239728,Barrows J,J Barrows,J,,Barrows,doi:10.1038/s41467-021-21361-7
7026533,Bartelli T,T Bartelli,T,,Bartelli,doi:10.1016/j.cell.2021.05.002
2119097767,Bashir R,Rashid Bashir,Rashid,,Bashir,doi:10.1016/j.cossms.2021.100966
48189829,Bastard P,P Bastard,P,,Bastard,doi:10.1101/2022.03.23.485509
1961232210,Basu S,S Basu,S,,Basu,doi:10.3390/genes13101914
2106106841,Batdelger E,E Batdelger,E,,Batdelger,doi:10.1016/j.cell.2021.05.002
2047171301,Bates P,Paul Bates,Paul,,Bates,doi:10.1093/jpids/piaa161
2106106839,Baudon F,François Baudon,François,,Baudon,doi:10.1016/j.cell.2021.05.002
38035950,Baxter A,A Baxter,A,,Baxter,doi:10.1101/2021.04.13.21255439
38035950,Baxter A,A Baxter,A,,Baxter,doi:10.1038/s41467-021-27544-6
38035950,Baxter A,A Baxter,A,,Baxter,doi:10.1093/jpids/piaa161
38035950,Baxter A,A Baxter,A,,Baxter,doi:10.1126/sciimmunol.abf7570
113671135,Bayati M,Mohamed Bayati,Mohamed,,Bayati,doi:10.1016/j.watres.2022.118824
30522854,Baykal P,P Baykal,P,,Baykal,doi:10.1038/s41592-022-01444-z
49242946,Bazinet A,A Bazinet,A,,Bazinet,doi:10.1038/s41586-023-05949-1
150006977,Bazrafshan A,Alisina Bazrafshan,Alisina,,Bazrafshan,doi:10.1101/2023.02.27.530294
150006977,Bazrafshan A,Alisina Bazrafshan,Alisina,,Bazrafshan,doi:10.1038/s41565-022-01080-w
150006977,Bazrafshan A,Alisina Bazrafshan,Alisina,,Bazrafshan,doi:10.1002/anie.202107660
50595248,Beattie RE,Rachelle E Beattie,Rachelle,E,Beattie,doi:10.1371/journal.pone.0270659
2220485975,Beatty C,Candelaria Beatty,Candelaria,,Beatty,doi:10.1101/2023.06.05.23290966
2153390783,Beaver C,C Beaver,C,,Beaver,doi:10.1016/j.scitotenv.2023.165459
2153390783,Beaver C,C Beaver,C,,Beaver,doi:10.1021/acsestwater.2c00045
2075815569,Becher K,K Becher,K,,Becher,doi:10.1016/j.cell.2021.05.002
39750797,Becker C,C Becker,C,,Becker,doi:10.1002/pds.5695
28950924,Bedford T,T Bedford,T,,Bedford,doi:10.1038/s41586-021-03908-2
2337683,Beerenwinkel N,N Beerenwinkel,N,,Beerenwinkel,doi:10.1038/s41592-022-01444-z
144100999,Beheshti A,Afshin Beheshti,Afshin,,Beheshti,doi:10.1016/j.xcrm.2022.100522
144100999,Beheshti A,Afshin Beheshti,Afshin,,Beheshti,doi:10.1186/s40168-022-01332-w
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1002/art.41616
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1161/JAHA.121.021428
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1038/s41467-021-27544-6
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1101/2021.04.13.21255439
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1002/art.42062
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1093/jpids/piaa161
5285029,Behrens E,E Behrens,E,,Behrens,doi:10.1126/sciimmunol.abf7570
2142624122,Bejikian C,Caroline Bejikian,Caroline,,Bejikian,doi:10.1038/s41591-021-01593-2
86904884,Bektaş A,A Bektaş,A,,Bektaş,doi:10.7171/jbt.21-3203-017
7654666,Belenchia A,A Belenchia,A,,Belenchia,doi:10.1016/j.watres.2022.118824
2218105440,Bellido K,Kevin Bellido,Kevin,,Bellido,doi:10.1371/journal.pone.0285726
2053273948,Bello C,Carla Bello,Carla,,Bello,doi:10.1016/j.cell.2021.05.002
8642136,Bellusci L,L Bellusci,L,,Bellusci,doi:10.1053/j.gastro.2022.08.009
2051864739,Belmonte K,Kathleen Belmonte,Kathleen,,Belmonte,doi:10.1186/s12882-021-02518-4
2051864739,Belmonte K,Kathleen Belmonte,Kathleen,,Belmonte,doi:10.1101/2021.02.20.21251855
3775130,Benardini J,J Benardini,J,,Benardini,doi:10.1186/s40168-021-01020-1
17672004,Benchouaia M,Médine Benchouaia,Médine,,Benchouaia,doi:10.1016/j.cell.2021.05.002
46683114,Bendesky A,Andrés Bendesky,Andrés,,Bendesky,doi:10.7171/jbt.21-3203-017
47307096,Benisty H,H Benisty,H,,Benisty,doi:10.1016/j.cell.2021.05.002
2199567969,Benitez A,Aymara Benitez,Aymara,,Benitez,doi:10.1016/j.scitotenv.2023.161423
2238937596,Bennett D,Dimitri Bennett,Dimitri,,Bennett,doi:10.1002/pds.5695
10713286,Benoiston A,Anne-Sophie Benoiston,Anne-Sophie,,Benoiston,doi:10.1016/j.cell.2021.05.002
2066102275,Benson J,J Benson,J,,Benson,doi:10.1016/j.cell.2021.05.002
1391751615,Benzi E,E Benzi,E,,Benzi,doi:10.1111/ped.15407
4196819,Benítez D,D Benítez,D,,Benítez,doi:10.1016/j.cell.2021.05.002
2726716,Bergman N,N Bergman,N,,Bergman,doi:10.1038/s41586-023-05949-1
6941528,Berkowitz D,D Berkowitz,D,,Berkowitz,doi:10.1161/HYPERTENSIONAHA.120.16690
6941528,Berkowitz D,D Berkowitz,D,,Berkowitz,doi:10.3389/fphys.2021.747789
6941528,Berkowitz D,D Berkowitz,D,,Berkowitz,doi:10.1161/JAHA.122.028421
2067754908,Bernardes J,J Bernardes,J,,Bernardes,doi:10.1016/j.cell.2021.05.002
47430122,Berry GJ,G J Berry,G,J,Berry,doi:10.1128/jcm.00600-22
49315102,Bertrand D,D Bertrand,D,,Bertrand,doi:10.1016/j.cell.2021.05.002
9757086,Bertumen JB,J B Bertumen,J,B,Bertumen,doi:10.1038/s41586-023-05949-1
5365801,Berul C,C Berul,C,,Berul,doi:10.1017/S1047951121003024
2185712036,Bethancourt S,Sutana Bethancourt,Sutana,,Bethancourt,doi:10.1093/infdis/jiac384
5163996,Betts M,M Betts,M,,Betts,doi:10.1126/sciimmunol.abf7570
2179454904,Beudeker CR,Coco R Beudeker,Coco,R,Beudeker,doi:10.1093/jpids/piad035
3880603,Beurmann S,Silvia Beurmann,Silvia,,Beurmann,doi:10.1016/j.cell.2021.05.002
4258292,Bezdan D,D Bezdan,D,,Bezdan,doi:10.1186/s40168-021-01044-7
4258292,Bezdan D,D Bezdan,D,,Bezdan,doi:10.1038/s41467-021-21361-7
4258292,Bezdan D,D Bezdan,D,,Bezdan,doi:10.1016/j.cell.2021.05.002
4258292,Bezdan D,D Bezdan,D,,Bezdan,doi:10.7171/jbt.21-3203-017
2215371495,Bhakta K,Kushmita Bhakta,Kushmita,,Bhakta,doi:10.1016/j.xcrm.2023.101034
2117420032,Bhasin R,Rajat Bhasin,Rajat,,Bhasin,doi:10.1038/s41591-021-01593-2
2117420032,Bhasin R,Rajat Bhasin,Rajat,,Bhasin,doi:10.1101/2021.06.13.21258795
145501313,Bhatnagar A,A Bhatnagar,A,,Bhatnagar,doi:10.1016/j.watres.2021.117710
145501313,Bhatnagar A,A Bhatnagar,A,,Bhatnagar,doi:10.1080/22221751.2022.2071173
145501313,Bhatnagar A,A Bhatnagar,A,,Bhatnagar,doi:10.1101/2021.01.22.21250320
2107870143,Bhattacharya B,Bodhisatwa Bhattacharya,Bodhisatwa,,Bhattacharya,doi:10.3390/genes13101914
1741880245,Bhattacharya C,Chandrima Bhattacharya,Chandrima,,Bhattacharya,doi:10.1016/j.cell.2021.05.002
1741880245,Bhattacharya C,Chandrima Bhattacharya,Chandrima,,Bhattacharya,doi:10.1038/s41467-021-21361-7
1741880245,Bhattacharya C,Chandrima Bhattacharya,Chandrima,,Bhattacharya,doi:10.1186/s40168-021-01020-1
1741880245,Bhattacharya C,Chandrima Bhattacharya,Chandrima,,Bhattacharya,doi:10.3390/genes13101914
1974015,Bhattacharya S,S Bhattacharya,S,,Bhattacharya,doi:10.1016/j.xcrm.2023.101034
34201396,Bhattacharyya M,M Bhattacharyya,M,,Bhattacharyya,doi:10.1016/j.cell.2021.05.002
34201396,Bhattacharyya M,M Bhattacharyya,M,,Bhattacharyya,doi:10.3390/genes13101914
32259616,Bhowmick T,T Bhowmick,T,,Bhowmick,doi:10.1016/j.jim.2021.113165
7007701,Bhutani S,S Bhutani,S,,Bhutani,doi:10.1093/chemse/bjad020
2193643267,Binsfeld A,Allison Binsfeld,Allison,,Binsfeld,doi:10.1016/S2666-5247(22)00289-0
5227465,Bischel H,H Bischel,H,,Bischel,doi:10.3390/w14081187
91050653,Bisco E,E Bisco,E,,Bisco,doi:10.1001/jamanetworkopen.2023.0982
1403059152,Bitard-Feildel T,Tristan Bitard-Feildel,Tristan,,Bitard-Feildel,doi:10.1016/j.cell.2021.05.002
3317915,Bittner L,L Bittner,L,,Bittner,doi:10.1016/j.cell.2021.05.002
6959134,Bivens N,N Bivens,N,,Bivens,doi:10.1101/2022.06.03.22275961
2948669,Black C,C Black,C,,Black,doi:10.1016/j.cell.2021.05.002
36929740,Blackwood AD,A D Blackwood,A,D,Blackwood,doi:10.1371/journal.pone.0270659
2716470,Blanc G,G Blanc,G,,Blanc,doi:10.1016/j.cell.2021.05.002
88682613,Blanc TJ,Todd J Blanc,Todd,J,Blanc,doi:10.1016/j.watres.2022.118824
3173460,Blaser M,M Blaser,M,,Blaser,doi:10.1093/infdis/jiab411
3173460,Blaser M,M Blaser,M,,Blaser,doi:10.1016/j.jim.2021.113165
3173460,Blaser M,M Blaser,M,,Blaser,doi:10.1016/j.ebiom.2023.104731
108354824,Blattner R,R Blattner,R,,Blattner,doi:10.1038/s41586-023-05949-1
2251908,Blekhman R,R Blekhman,R,,Blekhman,doi:10.1016/j.cell.2021.05.002
2215366629,Bliss A,Andrew Bliss,Andrew,,Bliss,doi:10.1016/j.xcrm.2023.101034
2231481755,Block I,Izabella Block,Izabella,,Block,doi:10.1016/j.scitotenv.2023.166230
1398602105,Blume A,A Blume,A,,Blume,doi:10.1186/s13059-021-02529-2
2106106828,Blyther B,Brittany Blyther,Brittany,,Blyther,doi:10.1016/j.cell.2021.05.002
3986010,Bocchini C,C Bocchini,C,,Bocchini,doi:10.1016/j.healun.2021.11.001
147031639,Bocchini J,J Bocchini,J,,Bocchini,doi:10.1016/S2589-7500(22)00149-2
147031639,Bocchini J,J Bocchini,J,,Bocchini,doi:10.1038/s41467-022-30357-w
50768881,Bodansky A,A Bodansky,A,,Bodansky,doi:10.1101/2022.03.23.485509
2106106630,Bode T,Toni Bode,Toni,,Bode,doi:10.1016/j.cell.2021.05.002
