from,to
profileid:8717080,doi:10.1016/j.xcrm.2023.101034
profileid:6787050,doi:10.1016/j.clinbiochem.2021.09.008
profileid:6787050,doi:10.1016/j.plabm.2021.e00261
profileid:6787050,doi:10.3390/jcm12175435
profileid:6787050,doi:10.1515/cclm-2022-0082
profileid:6787050,doi:10.1111/ped.15407
profileid:6787050,doi:10.1016/j.healun.2021.11.001
profileid:8485696,doi:10.1001/jamanetworkopen.2023.0982
profileid:8485696,doi:10.1038/s41378-022-00452-5
profileid:10807170,doi:10.1021/acs.analchem.2c04604
profileid:1861255,doi:10.1016/j.jim.2021.113165
profileid:1861255,doi:10.1186/s12916-022-02252-0
profileid:1861255,doi:10.1093/infdis/jiab411
profileid:1861255,doi:10.1016/j.ebiom.2023.104731
profileid:7680168,doi:10.1101/2023.03.27.23287763
profileid:7680168,doi:10.1016/j.physbeh.2023.114331
profileid:7680168,doi:10.1093/chemse/bjac036
profileid:7680168,doi:10.1093/chemse/bjab020
profileid:1913135,doi:10.1016/j.cjca.2023.06.001
profileid:1862771,doi:10.1080/01621459.2021.2023552
profileid:1862771,doi:10.1177/09622802221122391
profileid:1862771,doi:10.1111/biom.13593
profileid:7698522,doi:10.1080/22221751.2022.2071173
profileid:7698522,doi:10.1016/j.scitotenv.2023.166230
profileid:7698522,doi:10.1016/j.meegid.2022.105315
profileid:7698522,doi:10.1101/2022.09.25.22280344
profileid:7698522,doi:10.1016/S2666-5247(22)00289-0
profileid:7698522,doi:10.1101/2021.01.22.21250320
profileid:7698522,doi:10.1016/j.watres.2021.117710
profileid:7698522,doi:10.1111/irv.13057
profileid:7698522,doi:10.1186/s12879-021-06526-5
profileid:7698522,doi:10.1128/mra.00069-23
profileid:7698522,doi:10.1128/mra.00337-22
profileid:7698522,doi:10.1128/mra.00680-22
profileid:7698522,doi:10.3390/v13010074
profileid:7698522,doi:10.1128/mra.00681-22
profileid:7698522,doi:10.3390/v13091803
profileid:9451051,doi:10.1101/2023.03.27.23287763
profileid:9451051,doi:10.1016/j.foodqual.2021.104483
profileid:9451051,doi:10.1016/j.physbeh.2023.114331
profileid:9451051,doi:10.1093/chemse/bjac036
profileid:9451051,doi:10.1093/chemse/bjad020
profileid:14228211,doi:10.3390/genes13101874
profileid:14228211,doi:10.1038/s41390-022-02206-5
profileid:14228211,doi:10.1177/00099228231152840
profileid:11457621,doi:10.1093/infdis/jiab411
profileid:11457621,doi:10.1176/appi.ps.20220314
profileid:11457621,doi:10.1097/RHU.0000000000002035
profileid:11457621,doi:10.1002/pds.5695
profileid:11457621,doi:10.1016/j.jim.2021.113165
profileid:11457621,doi:10.1016/j.ebiom.2023.104731
profileid:8547915,doi:10.3390/diagnostics13040707
profileid:11288941,doi:10.1039/d2sc05837e
profileid:11288941,doi:10.1021/acsnano.3c04259
profileid:11288941,doi:10.1039/d3an00873h
profileid:11288941,doi:10.1021/acsnano.2c03219
profileid:11288941,doi:10.1021/acsnano.1c11643
profileid:11288941,doi:10.1021/acssensors.1c00518
profileid:11288941,doi:10.1021/acsami.2c17531
profileid:11288941,doi:10.1021/acsami.3c09627
profileid:11288941,doi:10.1002/anie.202214394
profileid:11288941,doi:10.1021/acs.analchem.1c02399
profileid:11288941,doi:10.1021/acs.analchem.2c02381
profileid:11288941,doi:10.1002/anie.202113617
profileid:11288941,doi:10.1021/acs.analchem.2c04988
profileid:11288941,doi:10.1021/acs.chemmater.1c03871
profileid:11288941,doi:10.1021/acs.jpcb.3c02099
profileid:11288941,doi:10.1021/acs.langmuir.2c02219
profileid:11288941,doi:10.1021/acs.nanolett.2c03052
profileid:11288941,doi:10.1021/acsami.1c11620
profileid:11288941,doi:10.1002/anie.202112995
profileid:11288941,doi:10.1021/acsami.3c00862
profileid:7745756,doi:10.3390/mi13111892
profileid:7745756,doi:10.1039/d2ay00723a
profileid:7745756,doi:10.1093/infdis/jiab205
profileid:7745756,doi:10.1088/1752-7163/acea3d
profileid:7745756,doi:10.1088/1752-7163/ac6c9f
profileid:7745756,doi:10.1088/1752-7163/ac3f24
profileid:7745756,doi:10.1038/s43856-022-00221-5
profileid:7745756,doi:10.1088/1752-7163/ac1a61
profileid:6601712,doi:10.1542/peds.2020-045948G
profileid:9942278,doi:10.3389/fpubh.2023.1237512
profileid:9942278,doi:10.1681/ASN.2020121691
profileid:9942278,doi:10.1016/j.xkme.2021.02.010
profileid:9942278,doi:10.1111/hdi.12977
profileid:9942278,doi:10.1186/s12882-021-02518-4
profileid:9942278,doi:10.1016/j.cmi.2021.04.007
profileid:9942278,doi:10.1681/ASN.2021020161
profileid:9942278,doi:10.1101/2021.02.20.21251855
profileid:9942278,doi:10.3389/fneph.2022.926635
profileid:9942278,doi:10.1093/ckj/sfab019
profileid:9942278,doi:10.1681/ASN.2021060812
profileid:1861871,doi:10.3389/fbioe.2023.1066391
profileid:8892513,doi:10.1039/d1lc01053k
profileid:2431709,doi:10.3389/fbioe.2023.1066391
profileid:16231045,doi:10.1056/NEJMc2215074
profileid:16231045,doi:10.1016/j.cjca.2023.06.001
profileid:10379550,doi:10.1038/s41467-021-21361-7
profileid:10379550,doi:10.1038/s41467-022-31654-0
profileid:10379550,doi:10.1038/s41467-023-38400-0
profileid:10379550,doi:10.1038/s41587-021-01049-5
profileid:10379550,doi:10.1021/acsestwater.2c00045
profileid:10379550,doi:10.1038/s41587-021-01158-1
profileid:10379550,doi:10.1038/s41592-022-01444-z
profileid:10379550,doi:10.1016/j.scitotenv.2023.164289
profileid:10379550,doi:10.1016/j.scitotenv.2023.165459
profileid:10379550,doi:10.1016/j.scitotenv.2022.159188
profileid:10379550,doi:10.1101/2023.07.12.23292570
profileid:10379550,doi:10.1186/s40168-021-01044-7
profileid:10379550,doi:10.3390/genes13101914
profileid:10379550,doi:10.1016/j.scitotenv.2023.161423
profileid:10379550,doi:10.7171/jbt.21-3203-019
profileid:10379550,doi:10.7171/jbt.21-3203-017
profileid:10379550,doi:10.1016/j.cell.2021.05.002
profileid:10379550,doi:10.1016/j.scitotenv.2021.149177
profileid:10379550,doi:10.1101/2022.03.14.22272314
profileid:10379550,doi:10.1016/j.bios.2022.114654
profileid:10379550,doi:10.1021/acsestwater.2c00047
profileid:10379550,doi:10.1016/j.xcrm.2022.100522
profileid:10379550,doi:10.1186/s40168-021-01020-1
profileid:10379550,doi:10.1186/s13059-021-02529-2
profileid:10379550,doi:10.1186/s40168-022-01332-w
profileid:6763646,doi:10.1056/NEJMc2215074
profileid:6763646,doi:10.1016/j.cjca.2023.06.001
profileid:6763646,doi:10.1016/j.cjca.2022.11.011
profileid:6293772,doi:10.1016/j.physbeh.2023.114331
profileid:6293772,doi:10.1101/2023.03.27.23287763
profileid:6293772,doi:10.1093/chemse/bjac036
profileid:9972311,doi:10.1021/acs.analchem.2c04604
profileid:10129440,doi:10.1371/journal.pone.0270659
profileid:1900244,doi:10.14309/ajg.0000000000001855
profileid:1900244,doi:10.1016/j.cgh.2022.05.008
profileid:1900244,doi:10.1016/j.cgh.2022.10.029
profileid:1900244,doi:10.1016/j.jbi.2023.104322
profileid:1900244,doi:10.14309/ctg.0000000000000507
profileid:1900244,doi:10.1093/jamia/ocad049
profileid:1900244,doi:10.1109/ICHI54592.2022.00070
profileid:16392635,doi:10.1101/2022.03.23.22272807
profileid:16392635,doi:10.1093/chemse/bjad002
profileid:16392635,doi:10.1093/chemse/bjab012
profileid:8012149,doi:10.1021/acs.analchem.2c00554
profileid:8012149,doi:10.1039/d3sc00439b
profileid:8012149,doi:10.1021/acs.analchem.2c01993
profileid:8012149,doi:10.1002/anie.202107730
profileid:12255899,doi:10.1016/j.xcrm.2023.101034
profileid:12255899,doi:10.1038/s41586-023-05949-1
profileid:10046004,doi:10.3390/jcm12175435
profileid:10046004,doi:10.1038/s41390-022-02108-6
profileid:8668731,doi:10.1038/s41565-022-01080-w
profileid:8668731,doi:10.1101/2023.02.27.530294
profileid:8668731,doi:10.1002/anie.202107660
profileid:8668731,doi:10.1002/adma.202006600
profileid:6786579,doi:10.1097/INF.0000000000003289
profileid:6786579,doi:10.3389/fbioe.2023.1066391
profileid:6786579,doi:10.1053/j.gastro.2022.08.009
profileid:6786579,doi:10.1093/ibd/izab207
profileid:6786579,doi:10.1016/S2589-7500(22)00149-2
profileid:9136437,doi:10.1101/2022.03.14.22272314
profileid:8952899,doi:10.1111/irv.13057
profileid:8952899,doi:10.1080/22221751.2022.2071173
profileid:8952899,doi:10.1128/mra.00681-22
profileid:8952899,doi:10.1101/2021.01.22.21250320
profileid:8952899,doi:10.3390/v13091803
profileid:8952899,doi:10.1016/j.watres.2021.117710
profileid:8952899,doi:10.3390/v13010074
profileid:8952899,doi:10.1016/j.scitotenv.2023.166230
profileid:8952899,doi:10.1016/j.meegid.2022.105315
profileid:8952899,doi:10.1128/mra.00337-22
profileid:8952899,doi:10.1128/mra.00069-23
profileid:8952899,doi:10.1186/s12879-021-06526-5
profileid:8952899,doi:10.1101/2022.09.25.22280344
profileid:8952899,doi:10.1128/mra.00680-22
profileid:8952899,doi:10.1016/S2666-5247(22)00289-0
profileid:9832700,doi:10.1097/INF.0000000000003888
profileid:1862128,doi:10.1038/s41591-021-01593-2
profileid:1862128,doi:10.1101/2021.06.13.21258795
profileid:11165737,doi:10.7171/jbt.21-3203-019
profileid:11165737,doi:10.1101/2023.07.12.23292570
profileid:11165737,doi:10.1101/2022.03.14.22272314
profileid:11165737,doi:10.1021/acsestwater.2c00047
profileid:11165737,doi:10.1016/j.scitotenv.2021.149177
profileid:11165737,doi:10.1016/j.scitotenv.2022.159188
profileid:11165737,doi:10.1016/j.scitotenv.2023.161423
profileid:11165737,doi:10.1016/j.scitotenv.2023.164289
profileid:11165737,doi:10.1016/j.scitotenv.2023.165459
profileid:11165737,doi:10.1021/acsestwater.2c00045
profileid:11165737,doi:10.3390/w14081187
profileid:11165737,doi:10.7171/jbt.21-3203-017
profileid:9733196,doi:10.1038/s41586-021-03908-2
profileid:9733196,doi:10.1128/jcm.00600-22
profileid:9733196,doi:10.1101/2021.02.23.21252259
profileid:77816868,doi:10.3390/bios12020101
profileid:77816868,doi:10.3389/fsens.2022.917380
profileid:77816868,doi:10.3390/bios12110938
profileid:14431376,doi:10.1016/j.scitotenv.2023.166230
profileid:14431376,doi:10.1128/mra.00681-22
profileid:14431376,doi:10.1128/mra.00069-23
profileid:14431376,doi:10.1016/S2666-5247(22)00289-0
profileid:14431376,doi:10.1111/irv.13057
profileid:14431376,doi:10.1186/s12879-021-06526-5
profileid:14431376,doi:10.1101/2022.09.25.22280344
profileid:14431376,doi:10.1016/j.watres.2021.117710
profileid:14431376,doi:10.1101/2021.01.22.21250320
profileid:14431376,doi:10.1128/mra.00680-22
profileid:14431376,doi:10.1080/22221751.2022.2071173
profileid:14431376,doi:10.3390/v13010074
profileid:14431376,doi:10.1128/mra.00337-22
profileid:14431376,doi:10.3390/v13091803
profileid:14431376,doi:10.1016/j.meegid.2022.105315
profileid:12225947,doi:10.3390/bios13020298
profileid:12225947,doi:10.1016/j.bios.2023.115228
profileid:12225947,doi:10.1038/s41596-021-00641-y
profileid:12225947,doi:10.1101/2023.05.04.539416
profileid:12225947,doi:10.1016/j.bios.2023.115197
profileid:12225947,doi:10.1038/s41563-021-01088-y
profileid:12225947,doi:10.1021/acsinfecdis.1c00546
profileid:12225947,doi:10.1016/j.cossms.2021.100966
profileid:2264716,doi:10.1681/ASN.2020121691
profileid:2264716,doi:10.1186/s12882-021-02518-4
profileid:2264716,doi:10.3389/fneph.2022.926635
profileid:2264716,doi:10.1101/2021.02.20.21251855
profileid:2264716,doi:10.1111/hdi.12977
profileid:2264716,doi:10.1093/ckj/sfab019
profileid:2264716,doi:10.1080/10618600.2022.2037434
profileid:2264716,doi:10.1080/03610926.2021.2004423
profileid:2264716,doi:10.1016/j.xkme.2021.02.010
profileid:8485057,doi:10.1001/jamanetworkopen.2023.0982
profileid:77820001,doi:10.1371/journal.ppat.1011688
profileid:77820001,doi:10.1101/2022.06.03.22275961
profileid:77820001,doi:10.3390/v13081647
profileid:77820001,doi:10.1016/j.watres.2022.118824
profileid:9603016,doi:10.1109/ICHI54592.2022.00070
profileid:9603016,doi:10.1016/j.jbi.2023.104322
profileid:9502968,doi:10.1038/s41390-022-02206-5
profileid:9502968,doi:10.1007/s10618-021-00746-8
